,Price,Area,Ward,District
1089,1500000,20,An Hải Bắc,Sơn Trà
1090,1700000,20,Mỹ An,Ngũ Hành Sơn
1091,1500000,20,Hòa Khánh Nam,Liên Chiểu
1092,900000,20,Hòa Thọ Đông,Cẩm Lệ
1093,2000000,20,Hòa Thọ Đông,Cẩm Lệ
1094,2700000,22,Hòa Xuân,Cẩm Lệ
1095,2900000,30,Chính Gián,Thanh Khê
1096,4000000,45,Mỹ An,Ngũ Hành Sơn
1097,1600000,40,Hòa Khánh Bắc,Liên Chiểu
1098,1500000,24,Hòa Khánh Nam,Liên Chiểu
1099,1500000,30,Hòa Khánh Bắc,Liên Chiểu
1100,1900000,25,Hòa Khánh Bắc,Liên Chiểu
1101,1800000,25,Hòa An,Cẩm Lệ
1102,2000000,25,Hòa Thọ Đông,Cẩm Lệ
1103,2500000,25,An Khê,Thanh Khê
1104,1900000,15,Thạch Thang,Hải Châu
1105,1500000,10,Nam Dương,Hải Châu
1106,3900000,40,Khuê Mỹ,Ngũ Hành Sơn
1107,3900000,40,Khuê Mỹ,Ngũ Hành Sơn
1108,3900000,40,Khuê Mỹ,Ngũ Hành Sơn
1109,1300000,13,Hòa An,Cẩm Lệ
1110,1900000,25,Hòa Khê,Thanh Khê
1111,1500000,30,An Hải Bắc,Sơn Trà
1112,800000,20,Hòa Thọ Tây,Cẩm Lệ
1113,1700000,35,Hòa Khánh Bắc,Liên Chiểu
1114,1200000,164,Hòa Minh,Liên Chiểu
1115,1300000,15,Hòa Minh,Liên Chiểu
1116,800000,12,Xuân Hà,Thanh Khê
1117,3000000,31,Hòa Khánh Nam,Liên Chiểu
1118,8000000,60,Mỹ An,Ngũ Hành Sơn
1119,1800000,10,Thạc Gián,Thanh Khê
1120,1300000,30,Hòa Minh,Liên Chiểu
1121,1250000,25,Hòa An,Cẩm Lệ
1122,3900000,50,Phước Mỹ,Sơn Trà
1123,2600000,25,Hòa Minh,Liên Chiểu
1124,1700000,20,Hòa Thọ Đông,Cẩm Lệ
1125,2800000,35,Chính Gián,Thanh Khê
1126,1200000,20,Thanh Khê Tây,Thanh Khê
1127,2500000,40,Hòa Xuân,Cẩm Lệ
1128,5000000,150,Thọ Quang,Sơn Trà
1129,1200000,15,Hòa Khánh Nam,Liên Chiểu
1130,1000000,35,Mỹ An,Ngũ Hành Sơn
1131,4000000,25,Hòa Minh,Liên Chiểu
1132,2500000,35,Hòa Thọ Đông,Cẩm Lệ
1133,1500000,20,Mỹ An,Ngũ Hành Sơn
1134,1400000,18,Thanh Khê Đông,Thanh Khê
1135,1100000,15,Hòa An,Cẩm Lệ
1136,2500000,90,Hòa Khánh Bắc,Liên Chiểu
1137,2500000,25,Nại Hiên Đông,Sơn Trà
1138,2300000,20,Mỹ An,Ngũ Hành Sơn
1139,1500000,20,Thạch Thang,Hải Châu
1140,1600000,20,Hòa Minh,Liên Chiểu
1141,1500000,16,Thanh Khê Tây,Thanh Khê
1142,3200000,27,An Hải Tây,Sơn Trà
1143,2000000,25,Hòa Thọ Đông,Cẩm Lệ
1144,800000,21,Hòa Khánh Bắc,Liên Chiểu
1145,1500000,15,Chính Gián,Thanh Khê
1146,1500000,20,Hòa Minh,Liên Chiểu
1147,1500000,25,Hòa Khánh Nam,Liên Chiểu
1148,2000000,15,Hòa Thuận Tây,Hải Châu
1149,2000000,25,An Khê,Thanh Khê
1150,2500000,15,Hòa Cường Bắc,Hải Châu
1151,6000000,50,Nam Dương,Hải Châu
1152,34920000,180,Hòa Khánh Nam,Liên Chiểu
1153,800000,20,Hòa Hiệp Nam,Liên Chiểu
1154,1300000,15,Thanh Khê Tây,Thanh Khê
1155,1200000,25,Thanh Khê Tây,Thanh Khê
1156,1600000,25,Hòa Khánh Bắc,Liên Chiểu
1157,4500000,50,Phước Mỹ,Sơn Trà
1158,3500000,35,Nại Hiên Đông,Sơn Trà
1159,3000000,50,Unknown W,Ngũ Hành Sơn
1160,1000,22,Hòa Thọ Tây,Cẩm Lệ
1161,2000000,12,Thanh Bình,Hải Châu
1162,2000000,20,Hòa Khánh Bắc,Liên Chiểu
1163,2000000,28,Khuê Mỹ,Ngũ Hành Sơn
1164,1000000,15,Hòa Minh,Liên Chiểu
1165,4500000,50,Phước Mỹ,Sơn Trà
1166,3000000,32,Khuê Trung,Cẩm Lệ
1167,3500000,40,Nại Hiên Đông,Sơn Trà
1168,35000000,300,Phước Mỹ,Sơn Trà
1169,900000,20,Hòa Thọ Đông,Cẩm Lệ
1170,1000000,35,Hòa Khánh Bắc,Liên Chiểu
1171,1300000,25,Hòa Khánh Bắc,Liên Chiểu
1172,2700000,25,Hòa Xuân,Cẩm Lệ
1173,1500000,18,Thọ Quang,Sơn Trà
1174,2800000,30,Thạc Gián,Thanh Khê
1175,1800000,20,Mân Thái,Sơn Trà
1176,1500000,18,Hòa Cường Bắc,Hải Châu
1177,2000000,17,Hòa An,Cẩm Lệ
1178,4000000,25,Hòa Xuân,Cẩm Lệ
1179,1100000,30,Hòa Thuận Đông,Hải Châu
1180,1500000,25,Hòa Thọ Đông,Cẩm Lệ
1181,5000000,35,Hòa Xuân,Cẩm Lệ
1182,3000000,45,Thanh Khê Đông,Thanh Khê
1183,4500000,60,Thanh Khê Đông,Thanh Khê
1184,1500000,15,Hòa Khánh Nam,Liên Chiểu
1185,2200000,25,Khuê Trung,Cẩm Lệ
1186,2500000,30,Hòa Khánh Nam,Liên Chiểu
1187,2000000,25,Phước Mỹ,Sơn Trà
1188,4000000,35,Hòa Minh,Liên Chiểu
1189,3500000,32,Hòa Cường Nam,Hải Châu
1190,1600000,25,Hòa Khánh Bắc,Liên Chiểu
1191,10000000,115,Hòa Minh,Liên Chiểu
1192,1500000,16,Thanh Khê Tây,Thanh Khê
1193,1500000,13,Thanh Khê Tây,Thanh Khê
1194,19000000,143,Khuê Trung,Cẩm Lệ
1195,1500000,15,Thuận Phước,Hải Châu
1196,1200000,16,Xuân Hà,Thanh Khê
1197,800000,12,Hòa Khánh Bắc,Liên Chiểu
1198,2000000,30,Hòa Xuân,Cẩm Lệ
1199,3500000,45,Thọ Quang,Sơn Trà
1200,4200000,50,Hòa Minh,Liên Chiểu
1201,3500000,25,Hòa Cường Nam,Hải Châu
1202,4200000,30,Hòa Cường Bắc,Hải Châu
1203,2500000,50,Hòa Thọ Đông,Cẩm Lệ
1204,1500000,20,Hòa Minh,Liên Chiểu
1205,7000000,70,Hòa Thuận Đông,Hải Châu
1206,4500000,40,Hòa Thuận Đông,Hải Châu
1207,1400000,25,Hòa Khánh Nam,Liên Chiểu
1208,3000000,30,Thọ Quang,Sơn Trà
1209,3000000,35,Hòa Khánh Nam,Liên Chiểu
1210,1800000,3,Hòa Thuận Tây,Hải Châu
1211,1500000,20,Hòa Xuân,Cẩm Lệ
1212,1600000,22,Hòa An,Cẩm Lệ
1213,1000000,20,Hòa Khánh Bắc,Liên Chiểu
1214,2700000,25,Hòa Xuân,Cẩm Lệ
1215,3200000,25,Hòa Cường Bắc,Hải Châu
1216,3000000,40,Hải Châu I,Hải Châu
1217,2000000,20,Thạch Thang,Hải Châu
1218,2500000,18,Hòa Cường Nam,Hải Châu
1219,2000000,22,An Hải Bắc,Sơn Trà
1220,2500000,28,Khuê Mỹ,Ngũ Hành Sơn
1221,1600000,13,Khuê Mỹ,Ngũ Hành Sơn
1222,1400000,14,Hòa Thuận Đông,Hải Châu
1223,6000000,80,Hòa Minh,Liên Chiểu
1224,2000000,16,Khuê Trung,Cẩm Lệ
1225,1200000,12,Bình Thuận,Hải Châu
1226,1500000,22,Hòa Khánh Nam,Liên Chiểu
1227,1300000,20,Unknown W,Ngũ Hành Sơn
1228,2000000,30,Tân Chính,Thanh Khê
1229,1500000,30,Hòa Thọ Đông,Cẩm Lệ
1230,1700000,18,Thọ Quang,Sơn Trà
1231,2500000,15,Thạch Thang,Hải Châu
1232,3500000,12,Mỹ An,Ngũ Hành Sơn
1233,1000000,10,Hòa Minh,Liên Chiểu
1234,800000,20,Hòa Khánh Bắc,Liên Chiểu
1235,3000000,40,Thuận Phước,Hải Châu
1236,1500000,25,Mân Thái,Sơn Trà
1237,3500000,35,Vĩnh Trung,Thanh Khê
1238,2000000,30,Thanh Khê Đông,Thanh Khê
1239,1500000,15,Hòa An,Cẩm Lệ
1240,1100000,24,Hòa Khánh Bắc,Liên Chiểu
1241,1600000,16,Hòa Cường Nam,Hải Châu
1242,1800000,20,Unknown W,Ngũ Hành Sơn
1243,4400000,40,Mỹ An,Ngũ Hành Sơn
1244,2500000,35,Hòa Cường Bắc,Hải Châu
1245,4000000,45,Hòa Khê,Thanh Khê
1246,800000,20,Hòa Khánh Nam,Liên Chiểu
1247,2000000,18,Xuân Hà,Thanh Khê
1248,4500000,40,Mỹ An,Ngũ Hành Sơn
1249,2000000,25,Thuận Phước,Hải Châu
1250,2800000,25,Mỹ An,Ngũ Hành Sơn
1251,1700000,15,Hòa Thuận Tây,Hải Châu
1252,1600000,16,Thuận Phước,Hải Châu
1253,3000000,35,Hòa Khánh Nam,Liên Chiểu
1254,2500000,30,Hòa Cường Bắc,Hải Châu
1255,600000,21,Hòa Khánh Bắc,Liên Chiểu
1256,150000,50,Thạc Gián,Thanh Khê
1257,1500000,12,Khuê Trung,Cẩm Lệ
1258,1800000,16,An Khê,Thanh Khê
1259,1500000,22,Hòa Minh,Liên Chiểu
1260,3500000,35,Phước Ninh,Hải Châu
1261,2500000,25,Hòa Minh,Liên Chiểu
1262,1500000,25,Unknown W,Ngũ Hành Sơn
1263,1000000,15,Hòa Khánh Bắc,Liên Chiểu
1264,1500000,15,Hòa An,Cẩm Lệ
1265,650000,12,Hòa Khánh Bắc,Liên Chiểu
1266,2600000,20,Khuê Mỹ,Ngũ Hành Sơn
1267,1900000,25,Nại Hiên Đông,Sơn Trà
1268,2500000,20,Tân Chính,Thanh Khê
1269,2000000,12,Thanh Bình,Hải Châu
1270,1000000,25,Hòa Minh,Liên Chiểu
1271,1800000,23,Unknown W,Ngũ Hành Sơn
1272,2000000,40,Hòa Khánh Nam,Liên Chiểu
1273,800000,20,Hòa Khánh Bắc,Liên Chiểu
1274,3000000,24,Tam Thuận,Thanh Khê
1275,1750000,25,Mân Thái,Sơn Trà
1276,3000000,25,Mân Thái,Sơn Trà
1277,2500000,25,Mỹ An,Ngũ Hành Sơn
1278,2700000,20,Hòa Xuân,Cẩm Lệ
1279,3000000,25,An Khê,Thanh Khê
1280,2300000,30,Hòa An,Cẩm Lệ
1281,1700000,20,Thọ Quang,Sơn Trà
1282,3500000,30,Hòa Cường Bắc,Hải Châu
1283,1600000,10,Mỹ An,Ngũ Hành Sơn
1284,2000000,18,Hòa Minh,Liên Chiểu
1285,2500000,23,Khuê Trung,Cẩm Lệ
1286,3500000,35,An Khê,Thanh Khê
1287,1200000,20,Hòa Xuân,Cẩm Lệ
1288,2000000,35,Hòa Minh,Liên Chiểu
1289,2000000,12,Hòa Thuận Tây,Hải Châu
1290,2700000,35,Khuê Mỹ,Ngũ Hành Sơn
1291,3000000,30,Khuê Mỹ,Ngũ Hành Sơn
1292,2000000,25,Vĩnh Trung,Thanh Khê
1293,1700000,22,Thanh Khê Tây,Thanh Khê
1294,1200000,15,Hòa Khánh Nam,Liên Chiểu
1295,2000000,20,Thọ Quang,Sơn Trà
1296,1800000,18,Hải Châu I,Hải Châu
1297,6000000,30,An Hải Tây,Sơn Trà
1298,1800000,40,Hòa Xuân,Cẩm Lệ
1299,2000000,20,Tam Thuận,Thanh Khê
1300,1800000,18,Hòa Minh,Liên Chiểu
1301,2500000,20,Unknown W,Ngũ Hành Sơn
1302,2000000,25,Hòa Thọ Đông,Cẩm Lệ
1303,1500000,15,Xuân Hà,Thanh Khê
1304,2000000,42,Hòa Xuân,Cẩm Lệ
1305,2650000,32,Hòa Cường Nam,Hải Châu
1306,2200000,20,Khuê Trung,Cẩm Lệ
1307,800000,30,Thọ Quang,Sơn Trà
1308,3400000,40,Phước Mỹ,Sơn Trà
1309,1600000,12,An Hải Đông,Sơn Trà
1310,1000000,15,Hòa Khánh Bắc,Liên Chiểu
1311,800000,20,Hòa Thuận Tây,Hải Châu
1312,3000000,30,Hòa Minh,Liên Chiểu
1313,1600000,15,Bình Thuận,Hải Châu
1314,2200000,20,Khuê Trung,Cẩm Lệ
1315,2800000,40,Hải Châu II,Hải Châu
1316,2800000,35,Hải Châu II,Hải Châu
1317,2300000,20,Hòa Minh,Liên Chiểu
1318,1700000,25,Khuê Mỹ,Ngũ Hành Sơn
1319,1400000,16,Hòa An,Cẩm Lệ
1320,3000000,30,Khuê Mỹ,Ngũ Hành Sơn
1321,4000000,45,Thanh Khê Tây,Thanh Khê
1322,2200000,20,Thuận Phước,Hải Châu
1323,2500000,20,Hòa Thuận Tây,Hải Châu
1324,1800000,22,Unknown W,Ngũ Hành Sơn
1325,1800000,15,Chính Gián,Thanh Khê
1326,1600000,20,Phước Mỹ,Sơn Trà
1327,3000000,45,Hòa Xuân,Cẩm Lệ
1328,1250000,30,Hòa Xuân,Cẩm Lệ
1329,2500000,25,Hòa Cường Nam,Hải Châu
1330,1800000,25,Mỹ An,Ngũ Hành Sơn
1331,3500000,20,Xuân Hà,Thanh Khê
1332,2000000,25,Hòa Xuân,Cẩm Lệ
1333,20000000,340,An Hải Bắc,Sơn Trà
1334,1700000,12,Khuê Trung,Cẩm Lệ
1335,1500000,25,Hòa Thọ Đông,Cẩm Lệ
1336,123000,20,Thạc Gián,Thanh Khê
1337,2800000,22,Khuê Trung,Cẩm Lệ
1338,1100000,25,Tam Thuận,Thanh Khê
1339,2500000,28,Hòa Thọ Đông,Cẩm Lệ
1340,3000000,45,Hòa Xuân,Cẩm Lệ
1341,400000,6,Hòa Thọ Tây,Cẩm Lệ
1342,3300000,50,An Khê,Thanh Khê
1343,2500000,30,Hòa Cường Bắc,Hải Châu
1344,700000,12,Hòa Khánh Bắc,Liên Chiểu
1345,25000000,86,Khuê Trung,Cẩm Lệ
1346,32000000,145,Mỹ An,Ngũ Hành Sơn
1347,9000000,180,Thanh Khê Tây,Thanh Khê
1348,2800000,30,Hải Châu I,Hải Châu
1349,2500000,25,Thuận Phước,Hải Châu
1350,1700000,30,Thọ Quang,Sơn Trà
1351,5000000,45,Unknown W,Ngũ Hành Sơn
1352,3000000,30,Thạch Thang,Hải Châu
1353,850000,20,Hòa Khánh Bắc,Liên Chiểu
1354,1700000,20,Hòa An,Cẩm Lệ
1355,2000000,30,Bình Hiên,Hải Châu
1356,2000000,15,Thọ Quang,Sơn Trà
1357,45000000,142,Hòa Cường Bắc,Hải Châu
1358,2800000,35,Hòa Cường Bắc,Hải Châu
1359,900000,16,Thạc Gián,Thanh Khê
1360,1800000,25,Hòa Phát,Cẩm Lệ
1361,1500000,15,Hòa Thọ Đông,Cẩm Lệ
1362,1500000,15,Hòa Khánh Bắc,Liên Chiểu
1363,1800000,15,Thọ Quang,Sơn Trà
1364,2200000,15,Phước Mỹ,Sơn Trà
1365,1400000,18,Hòa Thọ Đông,Cẩm Lệ
1366,2000000,18,Hòa Cường Nam,Hải Châu
1367,2500000,30,Hải Châu I,Hải Châu
1368,4500000,40,Phước Ninh,Hải Châu
1369,2000000,16,Thọ Quang,Sơn Trà
1370,1800000,30,An Khê,Thanh Khê
1371,1700000,18,Hòa Thuận Tây,Hải Châu
1372,1700000,35,Hòa Minh,Liên Chiểu
1373,1900000,25,Hòa An,Cẩm Lệ
1374,900000,12,Unknown W,Ngũ Hành Sơn
1375,2100000,25,Thọ Quang,Sơn Trà
1376,2000000,15,Hòa Thuận Tây,Hải Châu
1377,3300000,37,Hòa Thọ Đông,Cẩm Lệ
1378,28000000,225,Mỹ An,Ngũ Hành Sơn
1379,1100000,40,Phước Ninh,Hải Châu
1380,1800000,16,Tân Chính,Thanh Khê
1381,1500000,15,Khuê Trung,Cẩm Lệ
1382,1300000,14,Vĩnh Trung,Thanh Khê
1383,2000000,23,Hòa Thọ Đông,Cẩm Lệ
1384,2000000,20,An Hải Bắc,Sơn Trà
1385,900000,15,Hòa An,Cẩm Lệ
1386,1800000,16,Tân Chính,Thanh Khê
1387,2300000,25,Nại Hiên Đông,Sơn Trà
1388,2000000,20,Thanh Bình,Hải Châu
1389,3000000,28,Hòa Cường Bắc,Hải Châu
1390,1900000,3,Mỹ An,Ngũ Hành Sơn
1391,1500000,25,Hòa Xuân,Cẩm Lệ
1392,2500000,25,An Hải Tây,Sơn Trà
1393,3000000,40,Khuê Trung,Cẩm Lệ
1394,1000,34,Hòa Thọ Đông,Cẩm Lệ
1395,2900000,35,An Hải Tây,Sơn Trà
1396,1200000,15,Hòa Thuận Đông,Hải Châu
1397,2500000,25,Hòa Cường Nam,Hải Châu
1398,15000000,240,Xuân Hà,Thanh Khê
1399,1700000,25,Hòa Minh,Liên Chiểu
1400,1600000,17,Hòa Thuận Đông,Hải Châu
1401,6000000,45,An Hải Bắc,Sơn Trà
1402,4000000,80,Khuê Mỹ,Ngũ Hành Sơn
1403,2500000,20,Hòa Xuân,Cẩm Lệ
1404,1300000,10,Hòa Thọ Đông,Cẩm Lệ
1405,1000,16,Hòa Minh,Liên Chiểu
1406,1200000,35,Hòa Khánh Nam,Liên Chiểu
1407,1500000,15,Hòa Cường Bắc,Hải Châu
1408,1500000,15,Hòa Cường Bắc,Hải Châu
1409,1600000,18,Hòa Cường Bắc,Hải Châu
1410,2500000,40,Hòa Cường Bắc,Hải Châu
1411,4500000,40,Hải Châu I,Hải Châu
1412,3500000,70,An Khê,Thanh Khê
1413,17000000,100,Nại Hiên Đông,Sơn Trà
1414,40000000,220,Hòa Thọ Đông,Cẩm Lệ
1415,1000000,15,Hòa Khánh Bắc,Liên Chiểu
1416,2000000,30,Hòa Xuân,Cẩm Lệ
1417,3500000,20,Thạc Gián,Thanh Khê
1418,2500000,30,Thanh Bình,Hải Châu
1419,2500000,30,Hải Châu I,Hải Châu
1420,1700000,29,Hòa Minh,Liên Chiểu
1421,2000000,18,Khuê Trung,Cẩm Lệ
1422,2000000,22,Khuê Mỹ,Ngũ Hành Sơn
1423,2500000,20,Phước Mỹ,Sơn Trà
1424,1600000,14,Unknown W,Ngũ Hành Sơn
1425,3000000,30,An Hải Bắc,Sơn Trà
1426,1900000,25,An Khê,Thanh Khê
1427,2000000,20,Thọ Quang,Sơn Trà
1428,4000000,20,Thọ Quang,Sơn Trà
1429,2800000,28,Khuê Trung,Cẩm Lệ
1430,2400000,35,Hòa Cường Nam,Hải Châu
1431,800000,16,Xuân Hà,Thanh Khê
1432,1300000,30,Unknown W,Ngũ Hành Sơn
1433,1900000,24,Hòa Khánh Nam,Liên Chiểu
1434,2000000,30,Xuân Hà,Thanh Khê
1435,1700000,13,Thanh Khê Đông,Thanh Khê
1436,2000000,20,Khuê Mỹ,Ngũ Hành Sơn
1437,1200000,16,Mỹ An,Ngũ Hành Sơn
1438,3000000,30,Hòa Hiệp Nam,Liên Chiểu
1439,2200000,20,Thanh Khê Tây,Thanh Khê
1440,3000000,30,Khuê Mỹ,Ngũ Hành Sơn
1441,2500000,38,Hòa Cường Nam,Hải Châu
1442,1500000,27,Hòa Khánh Nam,Liên Chiểu
1443,3200000,30,Khuê Mỹ,Ngũ Hành Sơn
1444,4500000,65,An Hải Bắc,Sơn Trà
1445,2200000,35,Thọ Quang,Sơn Trà
1446,1000,19,Hòa Khánh Bắc,Liên Chiểu
1447,2000000,35,Hòa Thọ Đông,Cẩm Lệ
1448,3000000,30,Hải Châu II,Hải Châu
1449,3000000,25,Unknown W,Ngũ Hành Sơn
1450,3800000,30,Hòa Cường Bắc,Hải Châu
1451,1400000,25,Hòa Khánh Bắc,Liên Chiểu
1452,1300000,10,Hòa Thọ Đông,Cẩm Lệ
1453,150000,15,Thuận Phước,Hải Châu
1454,16000000,102,Unknown W,Ngũ Hành Sơn
1455,1400000,23,Hòa Khánh Bắc,Liên Chiểu
1456,2500000,20,Thuận Phước,Hải Châu
1457,2000000,20,Thanh Bình,Hải Châu
1458,2000000,27,Hòa Minh,Liên Chiểu
1459,2000000,30,Thanh Khê Đông,Thanh Khê
1460,1500000,20,Thạch Thang,Hải Châu
1461,4000000,40,Mỹ An,Ngũ Hành Sơn
1462,3000000,20,Tân Chính,Thanh Khê
1463,1700000,19,Phước Mỹ,Sơn Trà
1464,2700000,30,Hòa Khê,Thanh Khê
1465,2000000,12,Hòa Thuận Tây,Hải Châu
1466,1900000,22,Hòa Minh,Liên Chiểu
1467,2000000,20,Hòa Thuận Tây,Hải Châu
1468,3500000,70,Tam Thuận,Thanh Khê
1469,2600000,20,Hòa Cường Nam,Hải Châu
1470,2000000,25,Hòa Khánh Nam,Liên Chiểu
1471,2000000,25,Hòa Khánh Nam,Liên Chiểu
1472,1900000,35,Hòa Minh,Liên Chiểu
1473,1600000,12,Mỹ An,Ngũ Hành Sơn
1474,650000,10,Hòa Khánh Bắc,Liên Chiểu
1475,1300000,30,Hòa Khánh Bắc,Liên Chiểu
1476,3500000,45,Nam Dương,Hải Châu
1477,2500000,30,Thanh Bình,Hải Châu
1478,3650000,20,Thanh Bình,Hải Châu
1479,3500000,60,Thanh Khê Tây,Thanh Khê
1480,2800000,30,Hòa Hiệp Bắc,Liên Chiểu
1481,1700000,25,Hòa Minh,Liên Chiểu
1482,3000000,25,Mỹ An,Ngũ Hành Sơn
1483,2500000,15,Khuê Trung,Cẩm Lệ
1484,2000000,45,Mỹ An,Ngũ Hành Sơn
1485,700000,20,Hòa Khánh Bắc,Liên Chiểu
1486,2500000,25,Hòa Minh,Liên Chiểu
1487,1500000,25,Hòa Minh,Liên Chiểu
1488,2400000,18,Hòa Minh,Liên Chiểu
1489,4000000,50,An Hải Bắc,Sơn Trà
1490,1500000,20,Hòa Thuận Tây,Hải Châu
1491,1500000,12,Tam Thuận,Thanh Khê
1492,2500000,20,Hòa Cường Nam,Hải Châu
1493,3000000,25,Mỹ An,Ngũ Hành Sơn
1494,2500000,22,Tam Thuận,Thanh Khê
1495,2200000,20,Thanh Khê Tây,Thanh Khê
1496,1900000,35,Hòa Minh,Liên Chiểu
1497,1300000,21,Mân Thái,Sơn Trà
1498,400000,15,Hòa Khánh Bắc,Liên Chiểu
1499,3300000,35,An Hải Bắc,Sơn Trà
1500,1500000,15,Thanh Khê Đông,Thanh Khê
1501,2600000,20,Thạch Thang,Hải Châu
1502,2700000,20,Phước Mỹ,Sơn Trà
1503,2000000,40,Hòa Khánh Nam,Liên Chiểu
1504,1900000,35,Hòa Minh,Liên Chiểu
1505,700000,16,Hòa Khánh Bắc,Liên Chiểu
1506,1100000,30,Thọ Quang,Sơn Trà
1507,2000000,24,Vĩnh Trung,Thanh Khê
1508,1200000,18,Hòa Khánh Bắc,Liên Chiểu
1509,3500000,40,Hòa Thọ Đông,Cẩm Lệ
1510,2200000,30,Unknown W,Ngũ Hành Sơn
1511,1300000,20,Hòa Cường Bắc,Hải Châu
1512,1500000,60,Vĩnh Trung,Thanh Khê
1513,2500000,20,Mỹ An,Ngũ Hành Sơn
1514,1700000,30,An Khê,Thanh Khê
1515,2500000,40,Hòa Khánh Nam,Liên Chiểu
1516,3300000,50,Hòa Khê,Thanh Khê
1517,2500000,20,Hòa An,Cẩm Lệ
1518,1500000,25,Hòa Khánh Bắc,Liên Chiểu
1519,1800000,20,Khuê Mỹ,Ngũ Hành Sơn
1520,2500000,30,Hòa Minh,Liên Chiểu
1521,2700000,25,Thọ Quang,Sơn Trà
1522,1800000,15,Chính Gián,Thanh Khê
1523,1200000,25,Hòa Minh,Liên Chiểu
1524,1000000,25,Hòa Minh,Liên Chiểu
1525,3000000,20,Hòa Cường Nam,Hải Châu
1526,1700000,23,Hòa Khê,Thanh Khê
1527,1600000,14,Hòa Xuân,Cẩm Lệ
1528,3500000,25,Hòa Thọ Đông,Cẩm Lệ
1529,1500000,30,Hòa Minh,Liên Chiểu
1530,1400000,15,Hòa Khánh Bắc,Liên Chiểu
1531,2000000,15,Hòa Cường Nam,Hải Châu
1532,4000000,30,Unknown W,Ngũ Hành Sơn
1533,3800000,35,Hòa Cường Bắc,Hải Châu
1534,1200000,18,Hòa Minh,Liên Chiểu
1535,4000000,35,Hòa Minh,Liên Chiểu
1536,1600000,14,Unknown W,Ngũ Hành Sơn
1537,1500000,20,Thuận Phước,Hải Châu
1538,2800000,22,Phước Mỹ,Sơn Trà
1539,700000,20,Hòa Khánh Nam,Liên Chiểu
1540,1800000,18,Hòa An,Cẩm Lệ
1541,2500000,30,An Khê,Thanh Khê
1542,1100000,20,Hòa Khánh Bắc,Liên Chiểu
1543,1500000,20,Hải Châu I,Hải Châu
1544,1800000,22,Thanh Khê Tây,Thanh Khê
1545,2500000,20,Thanh Khê Tây,Thanh Khê
1546,2500000,25,Hòa Minh,Liên Chiểu
1547,3500000,75,Hòa Khánh Bắc,Liên Chiểu
1548,2000000,18,Khuê Trung,Cẩm Lệ
1549,2500000,25,Khuê Trung,Cẩm Lệ
1550,1200000,16,Hòa Khánh Bắc,Liên Chiểu
1551,1500000,15,Hòa An,Cẩm Lệ
1552,1200000,25,Khuê Trung,Cẩm Lệ
1553,600000,25,Hòa Thọ Tây,Cẩm Lệ
1554,2000000,20,Thanh Khê Đông,Thanh Khê
1555,700000,15,Hòa Minh,Liên Chiểu
1556,3000000,20,Khuê Trung,Cẩm Lệ
1557,2800000,20,Khuê Trung,Cẩm Lệ
1558,2500000,30,Hòa Minh,Liên Chiểu
1559,2000000,20,Chính Gián,Thanh Khê
1560,2300000,25,Hòa Thọ Đông,Cẩm Lệ
1561,2500000,18,Hòa Minh,Liên Chiểu
1562,2500000,25,Hòa Thọ Đông,Cẩm Lệ
1563,1500000,20,Thạc Gián,Thanh Khê
1564,600000,7,Thanh Bình,Hải Châu
1565,6000000,60,Khuê Trung,Cẩm Lệ
1566,3200000,20,Hòa Cường Nam,Hải Châu
1567,3500000,40,An Hải Bắc,Sơn Trà
1568,3000000,22,Hòa Xuân,Cẩm Lệ
1569,1000000,15,Hải Châu II,Hải Châu
1570,2800000,25,Hòa Xuân,Cẩm Lệ
1571,3000000,20,Khuê Trung,Cẩm Lệ
1572,4500000,94,An Khê,Thanh Khê
1573,2500000,20,Mân Thái,Sơn Trà
1574,2800000,20,Khuê Mỹ,Ngũ Hành Sơn
1575,1500000,20,Thạch Thang,Hải Châu
1576,2800000,25,Khuê Trung,Cẩm Lệ
1577,2000000,16,An Hải Đông,Sơn Trà
1578,2500000,18,Hòa Minh,Liên Chiểu
1579,2500000,30,Nại Hiên Đông,Sơn Trà
1580,6000000,60,Khuê Trung,Cẩm Lệ
1581,1800000,30,Hòa Xuân,Cẩm Lệ
1582,1800000,18,Unknown W,Ngũ Hành Sơn
1583,4200000,35,Thuận Phước,Hải Châu
1584,2000000,20,Hòa Khánh Bắc,Liên Chiểu
1585,3500000,25,Hòa Khê,Thanh Khê
1586,2300000,20,Nại Hiên Đông,Sơn Trà
1587,3000000,25,Hòa Minh,Liên Chiểu
1588,1000,90,An Hải Bắc,Sơn Trà
1589,900000,18,Khuê Trung,Cẩm Lệ
1590,1300000,18,Hòa Thuận Tây,Hải Châu
1591,1700000,16,Nại Hiên Đông,Sơn Trà
1592,1400000,30,Hòa Xuân,Cẩm Lệ
1593,2000000,27,Hòa Xuân,Cẩm Lệ
1594,2500000,50,Phước Ninh,Hải Châu
1595,3000000,35,Hòa Khánh Nam,Liên Chiểu
1596,1300000,20,Hòa Thọ Đông,Cẩm Lệ
1597,3000000,25,Phước Mỹ,Sơn Trà
1598,1600000,20,An Hải Bắc,Sơn Trà
1599,2100000,25,An Khê,Thanh Khê
1600,2300000,27,Hòa Khánh Bắc,Liên Chiểu
1601,1800000,20,Khuê Mỹ,Ngũ Hành Sơn
